"_","Id","Business_Case__c","Snapshot_Month__c","Total_Reagent_Sales__c","YTD_Sales__c","Total_Reagent_Sales_Till_Date__c","Target_Sales__c","Performance_Status__c","Contract_Months_Elapsed__c","Avg_Reagent_Sales_Per_Month__c","Deficit_Cost_Covered__c","Margin_Percent_Snapshot__c","Margin_On_Reagent_Sale__c","Margin_till_Date__c","Payback_Remaining__c","Snapshot_Created_Date__c","Processing_Status__c"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDY9MAM","a0BQ800000O2aYcMAJ","2025-12-01","25600","117000","129800","25920","At Risk","10","12980","-142200","40","10240","51920","71518","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYAMA2","a0BQ800000O2aYeMAJ","2025-12-01","1779910","4708035.5","5214991.5","327855","On Track","10","521499.15","1429485.5","45","800959.5","2346746.175","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYBMA2","a0BQ800000O2aYeMAJ","2026-01-01","184333","184333","5399324.5","327855","Behind","11","490847.6818181818","-3422072","45","82949.85","2429696.025","236467","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYCMA2","a0BQ800000O2aYgMAJ","2025-12-01","806163.8","5606418.2","8639113.2","237632","On Track","12","719926.1","2754834.2","40","322465.52","3455645.28","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYDMA2","a0BQ800000O2aYgMAJ","2026-01-01","342051.4","342051.4","8981164.6","237632","On Track","13","690858.8153846153","-2747164.6","40","136820.56","3592465.84","2207861.6","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYEMA2","a0BQ800000O2aYoMAJ","2025-12-01","10322.64","11571336.64","11571336.64","510888","Behind","12","964278.0533333333","5440680.64","45","4645.188","5207101.488","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYFMA2","a0BQ800000O2aYrMAJ","2025-12-01","8551.7","5049669.02","10698763.02","392516","Behind","25","427950.5208","-4763230.98","40","3420.68","4279505.208","1768388.98","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYGMA2","a0BQ800000O2aYrMAJ","2026-01-01","612110.11","612110.11","11310873.13","392516","On Track","26","435033.58192307694","-9593305.89","40","244844.044","4524349.252","6205947.89","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYHMA2","a0BQ800000O2aYtMAJ","2025-12-01","5255.14","1910589.69","10068331.94","458397","Behind","26","387243.53615384613","-10007732.31","40","2102.056","4027332.776","51410.31","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYIMA2","a0BQ800000O2aYtMAJ","2026-01-01","25620","25620","10093951.94","458397","Behind","27","373850.0718518518","-12351099","40","10248","4037580.776","1936380","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYJMA2","a0BQ800000O2aYtMAJ","2026-02-01","97299.88","122919.88","10191251.82","458397","Behind","28","363973.27928571426","-12712196.12","40","38919.952","4076500.728","1839080.12","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYKMA2","a0BQ800000O2aYwMAJ","2026-01-01","165306","165306","5605626.4","469938","Behind","28","200200.94285714286","-12992958","40","66122.4","2242250.56","3228438","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYLMA2","a0BQ800000O2aYwMAJ","2026-02-01","133340","298646","5738966.4","469938","Behind","29","197895.39310344827","-13329556","40","53336","2295586.56","3095098","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYMMA2","a0BQ800000O2aYyMAJ","2025-12-01","6177591.18","8899891.18","10356291.18","742864","On Track","10","1035629.118","1471251.18","40","2471036.472","4142516.472","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYNMA2","a0BQ800000O2aYyMAJ","2026-01-01","6276.42","6276.42","10362567.6","742864","Behind","11","942051.6","-8165227.58","40","2510.568","4145027.04","5453558.58","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYOMA2","a0BQ800000O2aZCMAZ","2025-12-01","6281725.28","23819284.24","42936084.24","100771","On Track","1","42936084.24","23718513.24","40","2512690.112","17174433.696","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYPMA2","a0BQ800000O2aZDMAZ","2025-12-01","377400","6160570","18797640","541370","Behind","36","522156.6666666667","-13328750","40","150960","7519056","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYQMA2","a0BQ800000O2aZDMAZ","2026-01-01","574900","574900","19372540","541370","On Track","37","523582.1621621622","-19455790","40","229960","7749016","3131100","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYRMA2","a0BQ800000O2aZDMAZ","2026-02-01","171700","746600","19544240","541370","Behind","38","514322.1052631579","-19825460","40","68680","7817696","2959400","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYSMA2","a0BQ800000O2aZIMAZ","2025-12-01","1421920","2991513.76","2991513.76","380500","On Track","12","249292.81333333332","-1574486.24","25","355480","747878.44","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYTMA2","a0BQ800000O2aZIMAZ","2026-01-01","3430.8","3430.8","2994944.56","380500","Behind","13","230380.35076923078","-4943069.2","25","857.7","748736.14","2266569.2","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYUMA2","a0BQ800000O2aZJMAZ","2026-01-01","18359.46","18359.46","4415349.8","29400","Behind","1","4415349.8","-11040.54","40","7343.784","1766139.92","3081640.54","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYVMA2","a0BQ800000O2aZNMAZ","2025-12-01","14042246.76","35818569.14","35818569.14","1012173","On Track","8","4477321.1425","27721185.14","40","5616898.704","14327427.656","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYWMA2","a0BQ800000O2aZNMAZ","2026-01-01","224627.22","224627.22","36043196.36","1012173","Behind","9","4004799.5955555555","-8884929.78","40","89850.888","14417278.544","3946460.78","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYXMA2","a0BQ800000O2aZNMAZ","2026-02-01","8412048.66","8636675.88","44455245.02","1012173","On Track","10","4445524.502","-1485054.12","40","3364819.464","17782098.008","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYYMA2","a0BQ800000O2aZXMAZ","2025-12-01","441948","4252278","12751060","400000","On Track","46","277196.95652173914","-14147722","45","198876.6","5737977","267997","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYZMA2","a0BQ800000O2aZXMAZ","2026-01-01","141569","141569","12892629","400000","Behind","47","274311.25531914894","-18658431","45","63706.05","5801683.05","4378706","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYaMAM","a0BQ800000O2aZYMAZ","2025-12-01","273000","1849740","1849740","92242","On Track","9","205526.66666666666","1019562","40","109200","739896","474687","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYbMAM","a0BQ800000O2aZZMAZ","2025-12-01","2171078","11403323","11403323","389145","On Track","10","1140332.3","7511873","45","976985.1","5131495.35","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYcMAM","a0BQ800000O2aZZMAZ","2026-01-01","5612247","5612247","17015570","389145","On Track","11","1546870","1331652","45","2525511.15","7657006.5","3187753","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYdMAM","a0BQ800000O2aZcMAJ","2025-12-01","17839.98","7013219.81","25959930.72","1237668","Behind","41","633169.0419512196","-43731168.19","45","8027.991","11681968.824","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYeMAM","a0BQ800000O2aZcMAJ","2026-01-01","2658306.48","2658306.48","28618237.2","1237668","On Track","42","681386.6","-49323749.52","45","1196237.916","12878206.74","1841693.52","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYfMAM","a0BQ800000O2aZdMAJ","2026-02-01","1450649.82","1450649.82","10662551.06","358020","On Track","12","888545.9216666666","-2845590.18","40","580259.928","4265020.424","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYgMAM","a0BQ800000O2aZpMAJ","2026-02-01","358720","358720","696920","184057","On Track","1","696920","174663","0","0","","2023300","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbDYhMAM","a0BQ800000O2aZrMAJ","2026-01-01","443001.17","443001.17","443001.17","299183","On Track","1","443001.17","143818.17","0","0","","1461819.83","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEwjMAE","a0BQ800000O2YiwMAF","2025-12-01","571400","8168000","8276800","1306240","Behind","8","1034600","-2281920","40","228560","3310720","9434276","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEwkMAE","a0BQ800000O2YiwMAF","2026-01-01","1327900","1327900","9604700","1306240","On Track","9","1067188.888888889","-10428260","40","531160","3841880","16274376","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEwlMAE","a0BQ800000O2apZMAR","2025-12-01","2463802.8","35791268.96","116190941.32","2459926","On Track","20","5809547.066","-13407251.04","40","985521.12","46476376.528","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEwmMAE","a0BQ800000O2apZMAR","2026-01-01","4416841.8","4416841.8","120607783.12","2459926","On Track","21","5743227.767619047","-47241604.2","40","1766736.72","48243113.248","14414838.2","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEwnMAE","a0BQ800000O2apZMAR","2026-02-01","3493108","7909949.8","124100891.12","2459926","On Track","22","5640949.596363637","-46208422.2","40","1397243.2","49640356.448","10921730.2","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEyLMAU","a0BQ800000O2bDlMAJ","2025-12-01","4879442.77","13729384.75","18403307.75","1041826","On Track","12","1533608.9791666667","1227472.75","40","1951777.108","7361323.1","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEyMMAU","a0BQ800000O2bDlMAJ","2026-01-01","969701.54","969701.54","19373009.29","1041826","At Risk","13","1490231.4838461538","-12574036.46","40","387880.616","7749203.716","9379718.46","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEyNMAU","a0BQ800000O2bGzMAJ","2025-12-01","21413.66","18756067.51","64976762.03","4014637","Behind","10","6497676.203","-21390302.49","40","8565.464","25990704.812","44084843.49","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEyOMAU","a0BQ800000O2bGzMAJ","2026-01-01","57405.35","57405.35","65034167.38","4014637","Behind","11","5912197.034545454","-44103601.65","40","22962.14","26013666.952","62783505.65","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEyPMAU","a0BQ800000O2bGzMAJ","2026-02-01","717539.68","774945.03","65751707.06","4014637","Behind","12","5479308.921666667","-47400698.97","40","287015.872","26300682.824","62065965.97","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEzxMAE","a0BQ800000O2bTtMAJ","2026-02-01","526366.68","526366.68","13919110.01","434352","On Track","14","994222.1435714286","-5554561.32","40","210546.672","5567644.004","2499029.32","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEzyMAE","a0BQ800000O2bVVMAZ","2025-12-01","244000","14646304","30767672","4212608","Behind","11","2797061.090909091","-31692384","40","97600","12307068.8","0","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbEzzMAE","a0BQ800000O2bVVMAZ","2026-01-01","0","0","30767672","4212608","Behind","12","2563972.6666666665","-50551296","40","0","12307068.8","11482961","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbF00MAE","a0BQ800000O2bVVMAZ","2026-02-01","0","0","30767672","4212608","Behind","13","2366744","-54763904","40","0","12307068.8","11482961","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbF01MAE","a0BQ800000O2c1lMAB","2025-12-01","717440","4527320","5838320","451526","On Track","11","530756.3636363636","-439466","40","286976","2335328","793680","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbF02MAE","a0BQ800000O2c1lMAB","2026-02-01","1277940","1277940","7116260","451526","On Track","13","547404.6153846154","-4591898","40","511176","2846504","4043060","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbF1ZMAU","a0BQ800000O2cL7MAJ","2025-12-01","372653","2762143","8928112.83","385623","At Risk","11","811646.6209090909","-1479710","45","167693.85","4017650.7735","1737857","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbF1aMAE","a0BQ800000O2cL7MAJ","2026-01-01","165400","165400","9093512.83","385623","Behind","12","757792.7358333333","-4462076","45","74430","4092080.7735","4334600","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000rbF3BMAU","a0BQ800000O2ccrMAB","2026-01-01","90182","90182","5791147.75","404240","Behind","10","579114.775","-3952218","45","40581.9","2606016.4875","4409818","2026-03-03","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000subgwMAA","a0BQ800000O2bDlMAJ","2026-02-01","2007902.04","2977603.58","21380911.33","1041826","On Track","14","1527207.9521428572","-11607960.42","40","803160.816","8552364.532","7371816.42","2026-03-24","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000subgxMAA","a0BQ800000O2bDlMAJ","2026-03-01","374729.35","3352332.93","21755640.68","1041826","Behind","15","1450376.0453333333","-12275057.07","40","149891.74","8702256.272","6997087.07","2026-03-24","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000subgyMAA","a0BQ800000O2bGzMAJ","2026-03-01","298793.66","1131144.04","66107906.07","4014637","Behind","13","5085223.543846154","-51059136.96","40","119517.464","26443162.428","61709766.96","2026-03-24","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000subvTMAQ","a0BQ800000O2bTtMAJ","2026-03-01","1261671.74","1788038.42","15180781.75","434352","On Track","15","1012052.1166666667","-4727241.58","40","504668.696","6072312.7","1237357.58","2026-03-24","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000subvUMAQ","a0BQ800000O2bVVMAZ","2026-03-01","1799600","1822800","32590472","4212608","Behind","14","2327890.8571428573","-57153712","40","719840","13036188.8","9660161","2026-03-24","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000subvVMAQ","a0BQ800000O2c1lMAB","2026-03-01","269040","1546980","7385300","451526","Behind","14","527521.4285714285","-4774384","40","107616","2954120","3774020","2026-03-24","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000suc57MAA","a0BQ800000O2aXpMAJ","2026-03-01","133799.98","316799.93","316799.93","143250","At Risk","1","316799.93","173549.93","40","53519.992","126719.972","166675.07","2026-03-24","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000suc58MAA","a0BQ800000O2aXuMAJ","2026-02-01","207400","253870.16","3512450.16","270000","Behind","14","250889.29714285713","-3526129.84","25","51850","878112.54","1866129.84","2026-03-24","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000suc59MAA","a0BQ800000O2aXvMAJ","2026-02-01","230580","230580","4266500","314974","Behind","14","304750","-4179056","40","92232","1706600","3362075","2026-03-24","Completed"
